,EUR_NGN_1. open,EUR_NGN_2. high,EUR_NGN_3. low,EUR_NGN_4. close,TRENDS_Euro to Naira
2023-04-13,505.71,508.95,505.53,508.46,72.0
2023-04-14,508.55,509.64,505.22,505.91,72.0
2023-04-17,505.9,506.32,502.31,502.95,72.0
2023-04-18,502.9,505.1,502.87,504.91,72.0
2023-04-19,505.19,505.36,503.5,504.54,72.0
2023-04-20,504.09,505.78,504.07,504.99,72.0
2023-04-21,505.09,505.95,504.44,505.42,72.0
2023-04-24,505.94,508.73,505.5,508.5,72.0
2023-04-25,508.72,509.11,504.86,505.02,72.0
2023-04-26,505.42,510.45,505.19,508.26,72.0
2023-04-27,508.47,508.49,506.32,507.66,72.0
2023-04-28,507.61,508.33,504.88,507.29,72.0
2023-05-01,507.16,507.69,504.72,505.16,69.0
2023-05-02,505.12,506.52,503.9,506.39,69.0
2023-05-03,506.62,509.64,506.62,509.23,69.0
2023-05-04,509.67,510.15,506.81,507.31,69.0
2023-05-05,506.97,508.29,505.57,507.09,69.0
2023-05-08,507.25,509.93,506.51,506.59,69.0
2023-05-09,506.49,506.51,503.85,504.68,69.0
2023-05-10,505.2,506.57,504.83,505.63,69.0
2023-05-11,505.27,505.64,502.42,502.42,69.0
2023-05-12,502.8,503.03,500.8,500.8,69.0
2023-05-15,499.57,502.92,499.52,500.66,69.0
2023-05-16,500.74,501.61,500.03,500.12,69.0
2023-05-17,500.17,500.36,497.82,499.26,69.0
2023-05-18,499.3,499.54,495.9,496.28,69.0
2023-05-19,496.32,500.04,495.94,498.59,69.0
2023-05-22,498.0,500.67,497.51,498.12,69.0
2023-05-23,498.17,498.2,495.72,496.12,69.0
2023-05-24,496.04,501.85,495.18,495.32,69.0
2023-05-25,495.36,498.31,493.41,494.09,69.0
2023-05-26,494.06,494.73,493.06,494.25,69.0
2023-05-29,494.27,494.36,494.27,494.31,69.0
2023-05-30,493.32,498.31,493.05,494.53,69.0
2023-05-31,494.54,494.54,490.3,492.64,69.0
2023-06-01,492.73,496.28,492.57,496.24,83.0
2023-06-02,496.29,496.58,493.85,493.99,83.0
2023-06-05,493.56,494.68,492.91,494.21,83.0
2023-06-06,494.19,494.82,492.31,493.64,83.0
2023-06-07,493.46,495.67,493.41,493.81,83.0
2023-06-08,494.21,498.23,494.2,498.19,83.0
2023-06-09,498.09,498.09,496.72,496.86,83.0
2023-06-12,496.71,497.56,496.39,497.25,83.0
2023-06-13,497.67,500.13,497.46,499.47,83.0
2023-06-14,499.42,504.58,499.25,504.44,83.0
2023-06-16,717.95,718.45,717.75,718.0,83.0
2023-06-19,718.09,718.24,710.92,711.26,83.0
2023-06-20,710.98,754.12,710.98,753.44,83.0
2023-06-21,753.49,820.23,753.4,820.04,83.0
2023-06-22,820.16,899.91,820.13,888.95,83.0
2023-06-23,888.97,888.97,828.41,829.45,83.0
2023-06-26,830.24,830.75,830.16,830.43,83.0
2023-06-27,811.16,838.26,811.14,838.02,83.0
2023-06-28,837.52,837.66,822.86,823.28,83.0
2023-06-29,822.09,822.09,819.47,819.88,83.0
2023-06-30,819.72,830.72,819.29,829.37,83.0
2023-07-03,829.33,841.82,828.77,841.46,83.0
2023-07-04,839.61,839.64,839.5,839.5,83.0
2023-07-05,839.22,842.2,838.81,839.65,83.0
2023-07-06,839.46,844.21,838.6,843.85,83.0
2023-07-07,844.48,844.65,837.95,842.61,83.0
2023-07-10,842.62,865.59,841.8,865.51,83.0
2023-07-11,866.44,867.75,821.53,822.54,83.0
2023-07-12,859.26,864.73,859.21,864.52,83.0
2023-07-13,864.55,872.82,864.49,872.7,83.0
2023-07-14,872.71,873.98,871.01,872.16,83.0
2023-07-17,871.66,872.73,870.0,872.16,83.0
2023-07-18,872.64,873.46,866.81,867.25,83.0
2023-07-19,868.38,876.6,867.85,876.55,83.0
2023-07-20,876.87,882.8,876.86,879.94,83.0
2023-07-21,880.66,881.08,862.0,863.28,83.0
2023-07-24,863.46,879.8,863.14,877.75,83.0
2023-07-25,878.56,878.92,874.9,877.04,83.0
2023-07-26,876.16,876.46,872.88,872.97,83.0
2023-07-27,874.84,876.59,850.83,851.18,83.0
2023-07-28,851.62,856.31,850.99,855.22,83.0
2023-07-31,854.74,855.14,835.9,836.06,83.0
2023-08-01,835.33,846.88,831.42,833.05,96.0
2023-08-02,834.02,850.35,832.93,849.27,96.0
2023-08-03,849.22,849.56,810.41,812.01,96.0
2023-08-04,812.89,847.22,812.89,844.75,96.0
2023-08-07,844.38,844.38,826.11,826.44,96.0
2023-08-08,826.4,835.83,824.67,835.8,96.0
2023-08-09,835.73,845.01,835.63,844.1,96.0
2023-08-10,844.3,849.14,844.17,844.79,96.0
2023-08-11,844.68,845.56,841.74,841.8,96.0
2023-08-14,841.64,841.81,835.55,837.32,96.0
2023-08-15,835.65,836.6,830.12,830.12,96.0
2023-08-16,829.04,858.1,829.04,854.96,96.0
2023-08-17,853.81,853.93,833.69,834.43,96.0
2023-08-18,836.4,836.47,811.21,811.51,96.0
2023-08-21,811.61,812.85,811.34,811.66,96.0
2023-08-22,811.79,828.29,811.79,826.7,96.0
2023-08-23,827.22,827.56,818.53,821.92,96.0
2023-08-24,822.06,822.38,816.45,817.27,96.0
2023-08-25,816.88,835.14,814.65,833.61,96.0
2023-08-28,833.7,837.83,832.41,837.83,96.0
2023-08-29,837.89,841.03,820.83,840.77,96.0
2023-08-30,840.02,846.17,839.25,844.74,96.0
2023-08-31,845.11,845.39,838.19,838.57,96.0
2023-09-01,838.88,841.63,815.48,815.57,85.0
2023-09-04,816.14,817.41,816.14,817.04,85.0
2023-09-05,817.08,817.26,815.65,815.65,85.0
2023-09-06,816.16,816.66,807.45,808.1,85.0
2023-09-07,809.01,840.53,808.78,839.66,85.0
2023-09-08,839.73,841.45,800.46,800.54,85.0
2023-09-11,802.48,802.93,792.51,793.5,85.0
2023-09-12,793.4,827.12,792.46,826.85,85.0
2023-09-13,829.0,829.11,800.95,802.17,85.0
2023-09-14,801.31,820.69,801.31,818.02,85.0
2023-09-15,818.04,818.3,817.92,818.3,85.0
2023-09-18,819.15,819.53,819.15,819.48,85.0
2023-09-19,812.78,829.67,812.18,828.81,85.0
2023-09-20,828.51,829.01,821.51,821.56,85.0
2023-09-21,821.31,821.33,816.05,818.4,85.0
2023-09-22,818.6,818.78,784.82,785.14,85.0
2023-09-25,803.1,825.88,802.08,825.67,85.0
2023-09-26,825.71,826.42,823.32,824.06,85.0
2023-09-27,823.79,823.96,816.11,817.33,85.0
2023-09-28,817.1,822.83,816.83,822.04,85.0
2023-09-29,822.08,823.26,812.84,813.55,85.0
2023-10-02,812.73,813.33,804.64,804.99,85.0
2023-10-03,803.57,803.85,802.35,802.54,85.0
2023-10-04,802.53,802.66,783.46,785.12,85.0
2023-10-05,784.82,803.91,784.82,803.48,85.0
2023-10-06,803.8,818.04,803.25,817.3,85.0
2023-10-09,815.22,815.75,799.78,802.07,85.0
2023-10-10,802.47,810.69,802.13,809.49,85.0
2023-10-11,809.67,809.89,804.4,805.16,85.0
2023-10-12,807.03,811.57,806.99,809.18,85.0
2023-10-13,809.24,811.39,808.43,809.43,85.0
2023-10-16,809.79,810.15,805.99,808.13,85.0
2023-10-17,807.82,810.0,807.28,809.0,85.0
2023-10-18,808.63,818.08,808.18,816.33,85.0
2023-10-19,816.53,816.55,816.1,816.19,85.0
2023-10-24,843.07,843.07,841.89,842.51,85.0
2023-10-25,842.46,843.27,840.34,840.51,85.0
2023-10-26,840.23,847.82,831.99,847.63,85.0
2023-10-27,847.84,847.97,834.85,834.85,85.0
2023-10-30,834.76,838.79,832.93,834.75,85.0
2023-10-31,834.74,963.35,833.08,962.51,85.0
2023-11-01,961.96,962.03,830.94,831.87,83.0
2023-11-02,832.8,867.72,832.78,866.12,83.0
2023-11-03,865.67,866.59,863.36,865.74,83.0
2023-11-06,865.21,865.79,856.91,856.91,83.0
2023-11-07,856.87,857.1,838.99,841.11,83.0
2023-11-08,840.52,860.51,839.44,860.13,83.0
2023-11-09,860.01,860.29,859.96,860.29,83.0
2023-11-14,914.36,919.39,914.13,919.39,83.0
2023-11-15,918.93,920.01,913.97,914.78,83.0
2023-11-16,915.01,915.51,897.12,897.74,83.0
2023-11-17,897.68,916.32,897.39,916.31,83.0
2023-11-20,916.36,917.52,897.1,897.65,83.0
2023-11-21,898.4,899.05,890.9,891.01,83.0
2023-11-22,890.95,891.16,872.91,875.58,83.0
2023-11-23,875.58,877.93,875.58,877.05,83.0
2023-11-24,876.51,916.72,876.42,916.72,83.0
2023-11-27,917.05,917.44,873.55,875.75,83.0
2023-11-28,875.73,876.34,865.86,866.85,83.0
2023-11-29,868.72,871.89,868.08,870.32,83.0
2023-11-30,870.38,871.13,860.39,860.64,83.0
2023-12-01,860.56,862.19,854.05,857.79,72.0
2023-12-04,857.92,865.31,856.99,864.13,72.0
2023-12-05,865.01,868.15,863.96,865.34,72.0
2023-12-06,865.09,865.38,862.2,862.7,72.0
2023-12-07,862.76,863.72,861.95,863.41,72.0
2023-12-08,864.17,864.17,849.5,850.54,72.0
2023-12-11,850.52,851.43,849.14,850.79,72.0
2023-12-12,850.75,865.61,850.53,865.61,72.0
2023-12-13,865.42,873.67,864.78,873.51,72.0
2023-12-14,874.32,875.64,866.35,868.73,72.0
2023-12-15,868.92,869.31,859.72,860.69,72.0
2023-12-18,860.57,862.6,860.56,862.32,72.0
2023-12-19,862.4,905.42,861.82,905.23,72.0
2023-12-20,905.22,905.29,902.1,902.34,72.0
2023-12-21,902.59,907.02,902.48,907.02,72.0
2023-12-22,907.18,997.82,906.52,997.58,72.0
2023-12-26,996.22,998.9,995.97,998.65,72.0
2023-12-27,998.33,998.74,981.82,981.94,72.0
2023-12-28,982.36,995.31,982.22,991.17,72.0
2023-12-29,991.15,991.75,972.61,973.0,72.0
2024-01-02,968.05,969.67,967.25,967.38,72.0
2024-01-03,967.92,973.56,967.33,973.4,72.0
2024-01-04,973.37,999.43,973.16,997.98,72.0
2024-01-05,998.12,1003.28,992.32,999.66,72.0
2024-01-08,999.11,999.4,969.13,969.76,72.0
2024-01-09,969.83,969.83,933.0,933.55,72.0
2024-01-10,933.72,1043.2,933.66,1042.43,72.0
2024-01-11,1043.38,1050.75,1043.38,1050.75,72.0
2024-01-12,1051.46,1051.52,1050.64,1050.64,72.0
2024-01-15,947.63,947.71,947.52,947.71,72.0
2024-01-16,944.86,974.72,927.63,927.63,72.0
2024-01-17,928.0,933.08,927.28,932.54,72.0
2024-01-18,934.31,973.17,934.31,973.17,72.0
2024-01-19,973.2,974.46,968.02,969.66,72.0
2024-01-22,971.38,971.38,968.89,969.03,72.0
2024-01-23,968.75,991.41,968.44,991.4,72.0
2024-01-24,992.44,993.01,978.72,979.19,72.0
2024-01-25,979.25,979.25,960.09,961.8,72.0
2024-01-26,961.71,977.89,961.43,975.2,72.0
2024-01-29,974.37,974.83,962.93,963.36,72.0
2024-01-30,965.7,966.0,963.05,964.5,72.0
2024-01-31,964.36,964.43,962.07,962.17,72.0
2024-02-02,1526.51,1528.56,1524.62,1525.59,72.0
2024-02-05,1522.89,1526.3,1522.47,1525.63,72.0
2024-02-06,1526.74,1527.08,1511.33,1513.58,72.0
2024-02-07,1514.8,1527.94,1514.19,1527.21,72.0
2024-02-08,1528.44,1556.94,1527.93,1556.81,72.0
2024-02-09,1556.46,1590.17,1555.84,1589.84,72.0
2024-02-12,1591.04,1596.04,1590.54,1595.95,72.0
2024-02-13,1595.9,1624.8,1594.18,1622.49,72.0
2024-02-14,1622.48,1625.86,1621.74,1625.05,72.0
2024-02-15,1625.33,1635.45,1624.8,1633.57,72.0
2024-02-16,1632.42,1632.61,1605.36,1608.96,72.0
2024-02-19,1610.17,1610.17,1607.78,1609.88,72.0
2024-02-20,1607.48,1736.03,1607.48,1735.46,72.0
2024-02-21,1735.66,1736.89,1734.65,1735.55,72.0
2024-02-22,1738.95,1739.18,1738.55,1739.13,72.0
2024-02-23,1612.08,1612.24,1610.97,1611.03,72.0
2024-02-26,1610.36,1634.87,1610.16,1634.51,72.0
2024-02-27,1634.18,1712.12,1633.96,1712.12,72.0
2024-02-28,1711.85,1766.95,1709.99,1766.65,72.0
2024-02-29,1766.82,1768.21,1746.83,1747.08,72.0
2024-03-01,1748.85,1749.66,1667.46,1673.5,96.0
2024-03-04,1673.87,1677.68,1673.87,1676.37,96.0
2024-03-05,1676.11,1696.54,1674.43,1694.08,96.0
2024-03-06,1693.89,1734.99,1693.08,1733.03,96.0
2024-03-07,1733.58,1740.31,1732.34,1740.17,96.0
2024-03-08,1739.97,1746.53,1739.72,1743.06,96.0
2024-03-11,1743.51,1775.54,1740.01,1774.26,96.0
2024-03-12,1776.54,1776.92,1757.67,1761.61,96.0
2024-03-13,1761.65,1763.87,1741.76,1744.48,96.0
2024-03-14,1744.65,1744.83,1731.5,1731.77,96.0
2024-03-15,1731.72,1754.1,1729.93,1753.35,96.0
2024-03-18,1752.56,1753.59,1708.94,1709.77,96.0
2024-03-19,1709.86,1710.08,1604.43,1604.48,96.0
2024-03-20,1603.91,1696.64,1603.54,1696.61,96.0
2024-03-21,1707.88,1707.88,1531.4,1531.61,96.0
2024-03-22,1530.94,1568.26,1529.0,1565.22,96.0
2024-03-25,1565.36,1569.76,1565.21,1569.46,96.0
2024-03-26,1570.27,1570.27,1522.32,1522.32,96.0
2024-03-27,1522.27,1532.26,1521.39,1532.26,96.0
2024-03-28,1531.29,1532.17,1527.54,1527.67,96.0
2024-03-29,1527.15,1527.15,1406.66,1406.66,96.0
2024-04-02,1378.71,1378.94,1378.18,1378.18,96.0
2024-04-03,1378.67,1387.35,1378.53,1387.3,96.0
2024-04-04,1387.64,1388.46,1365.4,1366.01,96.0
2024-04-05,1366.06,1366.33,1343.75,1348.61,96.0
2024-04-08,1349.5,1349.85,1335.74,1336.01,96.0
2024-04-09,1352.96,1353.49,1352.86,1353.38,96.0
2024-04-10,1353.02,1353.07,1339.14,1339.14,96.0
2024-04-11,1339.79,1339.96,1337.02,1337.06,96.0
2024-04-15,1226.22,1226.4,1222.17,1222.38,96.0
2024-04-16,1217.94,1218.65,1209.82,1210.18,96.0
2024-04-18,1239.74,1239.74,1221.66,1221.86,96.0
2024-04-22,1311.22,1311.5,1310.55,1311.01,96.0
2024-04-23,1311.93,1316.91,1311.72,1316.77,96.0
2024-04-24,1336.87,1338.53,1336.87,1337.98,96.0
2024-04-25,1370.23,1371.38,1364.68,1370.58,96.0
2024-04-26,1428.43,1428.43,1421.71,1422.0,96.0
2024-04-29,1451.93,1453.47,1450.65,1453.32,96.0
2024-04-30,1490.02,1491.11,1483.4,1484.18,96.0
2024-05-01,1481.62,1482.35,1481.55,1482.35,94.0
2024-05-02,1447.87,1448.7,1447.87,1448.15,94.0
2024-05-03,1449.83,1490.78,1449.41,1484.63,94.0
2024-05-06,1484.36,1489.05,1483.58,1487.25,94.0
2024-05-07,1486.69,1491.17,1485.09,1487.87,94.0
2024-05-08,1485.43,1511.45,1485.43,1510.02,94.0
2024-05-09,1510.24,1540.48,1510.18,1540.35,94.0
2024-05-10,1540.04,1552.27,1540.0,1551.22,94.0
2024-05-13,1551.02,1551.11,1532.29,1532.43,94.0
2024-05-14,1532.14,1622.05,1531.85,1620.88,94.0
2024-05-15,1622.2,1653.82,1622.19,1653.36,94.0
2024-05-16,1654.34,1654.34,1651.34,1652.12,94.0
2024-05-17,1650.93,1651.33,1594.9,1594.92,94.0
2024-05-20,1595.46,1663.09,1580.92,1662.03,94.0
2024-05-21,1661.53,1661.53,1660.59,1661.19,94.0
2024-05-22,1560.1,1560.84,1557.27,1557.58,94.0
2024-05-23,1558.43,1593.51,1557.85,1586.94,94.0
2024-05-24,1586.07,1600.19,1585.98,1599.49,94.0
2024-05-27,1599.77,1600.98,1599.65,1600.94,94.0
2024-05-28,1602.48,1603.28,1602.48,1603.28,94.0
2024-05-29,1496.66,1496.66,1426.09,1426.16,94.0
2024-05-30,1426.09,1426.18,1425.39,1425.44,94.0
2024-05-31,1610.16,1610.55,1609.98,1610.26,94.0
2024-06-03,1611.37,1616.89,1607.94,1616.89,94.0
2024-06-04,1617.85,1617.85,1575.73,1577.86,94.0
2024-06-05,1578.5,1579.24,1574.53,1575.65,94.0
2024-06-06,1576.7,1609.21,1576.64,1609.21,94.0
2024-06-07,1609.36,1610.22,1604.28,1604.3,94.0
2024-06-10,1601.05,1601.05,1573.19,1576.37,94.0
2024-06-11,1577.69,1591.29,1577.42,1590.7,94.0
2024-06-12,1590.75,1606.01,1590.59,1600.53,94.0
2024-06-13,1599.8,1600.6,1589.33,1589.67,94.0
2024-06-14,1590.34,1590.41,1581.46,1586.7,94.0
2024-06-17,1586.08,1590.98,1586.07,1590.77,94.0
2024-06-18,1591.26,1591.92,1589.28,1591.83,94.0
2024-06-19,1591.63,1592.05,1588.08,1588.48,94.0
2024-06-20,1588.03,1588.03,1583.5,1583.77,94.0
2024-06-21,1584.55,1585.96,1580.05,1585.92,94.0
2024-06-24,1589.24,1590.16,1587.48,1588.75,94.0
2024-06-25,1595.06,1595.27,1594.98,1595.27,94.0
2024-06-26,1595.42,1602.66,1594.58,1600.34,94.0
2024-06-27,1602.3,1602.3,1600.43,1600.64,94.0
2024-06-28,1598.65,1622.5,1597.99,1620.23,94.0
2024-07-01,1577.36,1577.82,1577.08,1577.43,96.0
2024-07-02,1578.78,1616.71,1577.62,1616.71,96.0
2024-07-03,1617.84,1634.38,1617.05,1630.09,96.0
2024-07-04,1630.79,1634.08,1630.02,1634.08,96.0
2024-07-05,1635.07,1641.6,1629.56,1640.88,96.0
2024-07-08,1641.31,1641.43,1629.28,1629.39,96.0
2024-07-09,1629.97,1649.58,1629.73,1648.04,96.0
2024-07-10,1647.87,1677.82,1647.62,1677.77,96.0
2024-07-11,1679.15,1712.07,1679.01,1706.91,96.0
2024-07-12,1706.99,1707.0,1698.64,1701.36,96.0
2024-07-15,1698.51,1709.43,1698.45,1707.03,96.0
2024-07-16,1706.25,1706.28,1692.76,1695.31,96.0
2024-07-17,1695.08,1720.49,1695.08,1720.23,96.0
2024-07-18,1719.83,1726.85,1714.76,1714.84,96.0
2024-07-19,1713.51,1726.07,1713.16,1724.5,96.0
2024-07-22,1727.84,1727.84,1723.97,1725.12,96.0
2024-07-23,1725.85,1726.12,1663.48,1664.24,96.0
2024-07-24,1664.54,1674.92,1663.4,1671.05,96.0
2024-07-25,1670.67,1674.65,1669.61,1671.93,96.0
2024-07-26,1671.97,1737.82,1671.89,1736.93,96.0
2024-07-29,1738.35,1738.35,1731.71,1733.5,96.0
2024-07-30,1733.26,1740.91,1732.41,1740.18,96.0
2024-07-31,1741.83,1746.82,1739.85,1741.25,96.0
2024-08-01,1744.05,1744.61,1738.64,1739.56,88.0
2024-08-02,1739.69,1760.15,1739.48,1757.75,88.0
2024-08-05,1758.98,1772.93,1758.58,1765.87,88.0
2024-08-06,1765.73,1766.18,1754.38,1756.09,88.0
2024-08-07,1755.6,1755.94,1753.26,1754.31,88.0
2024-08-08,1754.59,1756.03,1732.06,1737.35,88.0
2024-08-09,1737.52,1737.71,1728.35,1728.41,88.0
2024-08-12,1729.35,1731.84,1728.12,1730.74,88.0
2024-08-13,1731.11,1731.79,1715.97,1724.51,88.0
2024-08-14,1723.97,1738.28,1723.73,1733.0,88.0
2024-08-15,1732.7,1736.47,1730.36,1734.91,88.0
2024-08-16,1735.09,1745.46,1734.85,1745.46,88.0
2024-08-19,1748.16,1749.53,1743.82,1749.09,88.0
2024-08-20,1749.22,1752.97,1747.52,1752.97,88.0
2024-08-21,1753.05,1771.4,1751.2,1770.11,88.0
2024-08-22,1771.07,1771.07,1742.04,1743.94,88.0
2024-08-23,1744.54,1783.49,1743.52,1781.77,88.0
2024-08-26,1782.07,1782.11,1770.39,1770.65,88.0
2024-08-27,1771.65,1775.42,1770.58,1774.25,88.0
2024-08-28,1771.7,1771.78,1767.6,1769.76,88.0
2024-08-29,1770.91,1777.33,1770.91,1776.02,88.0
2024-08-30,1776.22,1776.72,1765.2,1765.84,88.0
2024-09-02,1765.57,1768.64,1765.15,1768.01,88.0
2024-09-03,1769.43,1769.5,1763.31,1763.96,88.0
2024-09-04,1765.27,1768.97,1761.87,1767.14,88.0
2024-09-05,1766.85,1801.54,1765.86,1801.02,88.0
2024-09-06,1801.21,1802.12,1794.0,1795.53,88.0
2024-09-09,1796.89,1800.59,1795.27,1797.99,88.0
2024-09-10,1798.2,1798.32,1776.05,1776.2,88.0
2024-09-11,1776.37,1793.07,1776.3,1792.22,88.0
2024-09-12,1792.09,1792.14,1750.87,1755.06,88.0
2024-09-13,1758.13,1825.61,1758.13,1824.27,88.0
2024-09-16,1824.33,1831.46,1824.15,1831.32,88.0
2024-09-17,1831.21,1832.97,1830.55,1831.08,88.0
2024-09-18,1832.48,1841.25,1832.44,1840.7,88.0
2024-09-19,1839.94,1839.94,1771.9,1779.1,88.0
2024-09-20,1779.0,1780.68,1775.62,1779.27,88.0
2024-09-23,1778.51,1779.15,1770.51,1770.61,88.0
2024-09-24,1770.42,1784.99,1769.6,1784.99,88.0
2024-09-25,1785.86,1788.0,1777.58,1778.04,88.0
2024-09-26,1779.47,1863.25,1779.31,1862.43,88.0
2024-09-27,1862.7,1864.18,1859.41,1860.43,88.0
2024-09-30,1859.8,1861.45,1823.35,1825.68,88.0
2024-10-01,1826.3,1826.75,1769.12,1772.48,82.0
2024-10-02,1772.21,1772.63,1767.1,1767.48,82.0
2024-10-03,1768.26,1829.97,1766.83,1827.92,82.0
2024-10-04,1828.75,1828.8,1815.66,1819.16,82.0
2024-10-07,1818.65,1820.8,1817.53,1818.81,82.0
2024-10-08,1819.1,1820.47,1786.14,1788.11,82.0
2024-10-09,1787.68,1787.76,1739.03,1739.35,82.0
2024-10-10,1739.74,1781.21,1739.51,1780.02,82.0
2024-10-11,1779.59,1780.62,1777.58,1778.2,82.0
2024-10-14,1777.09,1777.26,1771.7,1773.33,82.0
2024-10-15,1773.1,1773.51,1743.92,1745.24,82.0
2024-10-16,1744.63,1803.17,1744.3,1797.99,82.0
2024-10-17,1797.74,1798.15,1788.03,1788.76,82.0
2024-10-18,1789.96,1794.91,1789.77,1794.9,82.0
2024-10-21,1795.89,1795.91,1786.21,1786.25,82.0
2024-10-22,1787.49,1787.73,1769.8,1770.44,82.0
2024-10-23,1770.64,1771.56,1766.28,1768.24,82.0
2024-10-24,1768.94,1783.84,1768.62,1783.84,82.0
2024-10-25,1787.09,1787.17,1770.41,1771.22,82.0
2024-10-28,1765.15,1771.7,1763.65,1770.93,82.0
2024-10-29,1793.7,1800.37,1793.43,1800.37,82.0
2024-10-30,1801.01,1809.36,1799.97,1807.39,82.0
2024-10-31,1806.03,1806.48,1791.66,1791.66,82.0
2024-11-01,1796.03,1796.26,1788.2,1788.58,77.0
2024-11-04,1795.96,1816.85,1795.29,1811.97,77.0
2024-11-05,1812.06,1820.09,1811.4,1819.54,77.0
2024-11-06,1819.51,1819.51,1784.54,1791.71,77.0
2024-11-07,1791.42,1818.4,1791.38,1815.5,77.0
2024-11-08,1813.03,1813.39,1782.99,1784.99,77.0
2024-11-11,1785.41,1786.24,1760.49,1763.87,77.0
2024-11-12,1764.02,1764.48,1756.06,1758.99,77.0
2024-11-13,1784.58,1785.11,1782.99,1782.99,77.0
2024-11-14,1782.95,1784.9,1775.71,1780.21,77.0
2024-11-15,1779.48,1779.48,1744.51,1746.87,77.0
2024-11-18,1747.73,1758.25,1747.27,1758.25,77.0
2024-11-19,1758.28,1782.15,1755.96,1779.55,77.0
2024-11-20,1781.88,1782.5,1762.92,1765.38,77.0
2024-11-21,1767.12,1767.12,1752.62,1754.17,77.0
2024-11-22,1754.39,1760.61,1752.89,1758.33,77.0
2024-11-25,1769.61,1770.65,1743.8,1747.64,77.0
2024-11-26,1747.31,1772.8,1742.13,1770.21,77.0
2024-11-27,1770.21,1776.25,1768.25,1774.3,77.0
2024-11-28,1774.65,1774.67,1770.41,1772.52,77.0
2024-11-29,1773.25,1776.11,1770.82,1775.85,77.0
2024-12-02,1767.17,1767.98,1760.89,1762.24,77.0
2024-12-03,1763.84,1768.41,1761.18,1765.27,77.0
2024-12-04,1765.38,1765.63,1721.84,1727.43,77.0
2024-12-05,1727.29,1739.83,1704.11,1705.53,77.0
2024-12-06,1708.58,1710.76,1675.35,1676.54,77.0
2024-12-09,1677.1,1682.13,1673.04,1682.13,77.0
2024-12-11,1615.17,1616.79,1606.76,1606.76,77.0
2024-12-12,1608.9,1611.78,1603.71,1603.96,77.0
2024-12-13,1604.5,1611.09,1602.73,1610.96,77.0
2024-12-16,1610.89,1613.31,1605.69,1610.87,77.0
2024-12-17,1611.43,1613.47,1607.64,1607.86,77.0
2024-12-18,1608.54,1610.33,1587.41,1587.41,77.0
2024-12-19,1587.93,1600.23,1587.77,1594.38,77.0
2024-12-20,1594.17,1603.36,1593.67,1602.41,77.0
2024-12-23,1604.25,1605.19,1596.06,1598.56,77.0
2024-12-24,1597.17,1598.33,1595.08,1597.31,77.0
2024-12-25,1597.24,1597.24,1597.24,1597.24,77.0
2024-12-26,1599.43,1602.95,1599.13,1602.94,77.0
2024-12-27,1602.83,1604.06,1600.64,1603.36,77.0
2024-12-30,1604.18,1604.54,1595.81,1600.26,77.0
2024-12-31,1599.96,1601.51,1591.64,1591.78,77.0
2025-01-02,1594.88,1594.88,1576.49,1577.06,77.0
2025-01-03,1578.88,1582.77,1578.76,1582.77,77.0
2025-01-06,1582.44,1595.5,1582.09,1593.74,77.0
2025-01-07,1594.08,1594.47,1585.13,1585.13,77.0
2025-01-08,1585.43,1585.62,1577.52,1581.97,77.0
2025-01-09,1581.58,1582.19,1578.06,1579.05,77.0
2025-01-10,1578.81,1578.96,1569.87,1569.95,77.0
2025-01-13,1570.15,1574.98,1564.15,1573.85,77.0
2025-01-14,1580.78,1592.75,1579.13,1590.68,77.0
2025-01-15,1593.71,1598.88,1589.34,1591.99,77.0
2025-01-16,1592.26,1597.06,1590.65,1595.11,77.0
2025-01-17,1595.93,1599.53,1589.87,1590.43,77.0
2025-01-20,1591.37,1611.95,1591.09,1611.6,77.0
2025-01-21,1611.7,1613.6,1607.0,1607.08,77.0
2025-01-22,1613.18,1616.81,1611.09,1614.0,77.0
2025-01-23,1614.21,1618.82,1611.85,1615.76,77.0
2025-01-24,1616.14,1629.25,1615.99,1626.24,77.0
2025-01-27,1622.15,1630.93,1620.77,1625.8,77.0
2025-01-28,1626.22,1626.37,1615.6,1616.59,77.0
2025-01-29,1616.27,1618.16,1611.52,1612.47,77.0
2025-01-30,1615.27,1616.59,1560.76,1560.76,77.0
2025-01-31,1556.59,1557.75,1534.06,1536.57,77.0
2025-02-03,1517.68,1524.74,1513.2,1521.37,77.0
2025-02-04,1524.44,1545.58,1523.12,1544.76,77.0
2025-02-05,1544.48,1560.19,1544.0,1557.36,77.0
2025-02-06,1557.34,1557.52,1551.03,1554.06,77.0
2025-02-07,1554.57,1554.57,1545.28,1545.64,77.0
2025-02-10,1540.01,1544.51,1540.01,1542.68,77.0
2025-02-11,1542.81,1553.28,1541.42,1553.28,77.0
2025-02-12,1553.28,1563.15,1549.99,1563.15,77.0
2025-02-13,1559.17,1569.96,1558.92,1566.09,77.0
2025-02-14,1574.0,1586.96,1571.53,1585.45,77.0
2025-02-17,1585.09,1585.36,1582.28,1582.96,77.0
2025-02-18,1581.24,1581.24,1570.15,1571.92,77.0
2025-02-19,1571.5,1572.42,1563.97,1564.98,77.0
2025-02-20,1567.27,1584.25,1546.88,1584.18,77.0
2025-02-21,1582.98,1584.56,1567.43,1567.67,77.0
2025-02-24,1576.23,1577.21,1568.16,1570.57,77.0
2025-02-25,1570.32,1575.57,1569.42,1573.52,77.0
